nohup: ignoring input
epoch 0 batch 0: loss:232.698227; accuracy:0.0622
epoch 9 batch 47: loss:3.207643; accuracy:0.1089
epoch 9 batch 48: loss:3.071093; accuracy:0.1556
epoch 9 batch 49: loss:3.286325; accuracy:0.1067
epoch 9 batch 50: loss:3.157904; accuracy:0.1311
epoch 9 batch 51: loss:3.209312; accuracy:0.1244
epoch 9 batch 52: loss:3.240760; accuracy:0.1200
epoch 9 batch 53: loss:3.259227; accuracy:0.1022
epoch 9 batch 54: loss:3.307010; accuracy:0.1022
epoch 9 batch 55: loss:3.233311; accuracy:0.1333
epoch 9 batch 56: loss:3.218483; accuracy:0.1089
epoch 9 batch 57: loss:3.066560; accuracy:0.1578
epoch 9 batch 58: loss:3.323840; accuracy:0.0933
epoch 9 batch 59: loss:3.200438; accuracy:0.1089
epoch 9 batch 60: loss:3.158493; accuracy:0.1222
epoch 9 batch 61: loss:3.174676; accuracy:0.1156
epoch 9 batch 62: loss:3.208979; accuracy:0.0978
epoch 9 batch 63: loss:3.135318; accuracy:0.1400
epoch 9 batch 64: loss:3.046491; accuracy:0.1311
epoch 9 batch 65: loss:3.352766; accuracy:0.0867
epoch 9 batch 66: loss:3.119941; accuracy:0.1533
epoch 9 batch 67: loss:3.140457; accuracy:0.1111
epoch 9 batch 68: loss:3.181746; accuracy:0.1289
epoch 9 batch 69: loss:3.147783; accuracy:0.1089
epoch 9 batch 70: loss:3.299241; accuracy:0.0911
epoch 9 batch 71: loss:3.299951; accuracy:0.0733
epoch 9 batch 72: loss:3.136058; accuracy:0.1511
epoch 9 batch 73: loss:3.232942; accuracy:0.1200
epoch 9 batch 74: loss:3.190123; accuracy:0.1022
epoch 9 batch 75: loss:3.270466; accuracy:0.1222
epoch 9 batch 76: loss:3.068298; accuracy:0.1644
epoch 9 batch 77: loss:3.234085; accuracy:0.0933
epoch 9 batch 78: loss:3.120708; accuracy:0.1578
epoch 9 batch 79: loss:3.190419; accuracy:0.0978
epoch 9 batch 80: loss:3.236952; accuracy:0.0956
epoch 9 batch 81: loss:3.190487; accuracy:0.1178
epoch 9 batch 82: loss:3.143563; accuracy:0.1156
epoch 9 batch 83: loss:3.240516; accuracy:0.1222
epoch 9 batch 84: loss:3.244447; accuracy:0.0756
epoch 9 batch 85: loss:3.182484; accuracy:0.1244
epoch 9 batch 86: loss:3.210241; accuracy:0.0956
epoch 9 batch 87: loss:3.276547; accuracy:0.0933
epoch 9 batch 88: loss:3.315741; accuracy:0.0689
epoch 9 batch 89: loss:3.200729; accuracy:0.0933
epoch 9 batch 90: loss:3.022127; accuracy:0.1489
epoch 9 batch 91: loss:3.259021; accuracy:0.0911
epoch 9 batch 92: loss:3.161455; accuracy:0.1244
epoch 9 batch 93: loss:3.150759; accuracy:0.1222
epoch 9 batch 94: loss:2.989930; accuracy:0.1511
epoch 9 batch 95: loss:3.048403; accuracy:0.1644
epoch 9 batch 96: loss:3.114004; accuracy:0.1356
epoch 9 batch 97: loss:3.343988; accuracy:0.1044
epoch 9 batch 98: loss:3.176152; accuracy:0.1156
epoch 9 batch 99: loss:3.149073; accuracy:0.1089

epoch 9, on val, loss=1.5519 acc=0.3316

epoch 10 batch 0: loss:3.167509; accuracy:0.1600
epoch 10 batch 1: loss:3.191123; accuracy:0.1044
epoch 10 batch 2: loss:3.217430; accuracy:0.1000
epoch 10 batch 3: loss:3.195432; accuracy:0.0822
epoch 10 batch 4: loss:3.219387; accuracy:0.1133
epoch 10 batch 5: loss:3.182912; accuracy:0.1244
epoch 10 batch 6: loss:3.077958; accuracy:0.1489
epoch 10 batch 7: loss:3.149489; accuracy:0.1467
epoch 10 batch 8: loss:3.164446; accuracy:0.1111
epoch 10 batch 9: loss:3.126961; accuracy:0.1289
epoch 10 batch 10: loss:3.108506; accuracy:0.1333
epoch 10 batch 11: loss:3.178898; accuracy:0.1222
epoch 10 batch 12: loss:3.183097; accuracy:0.1222
epoch 10 batch 13: loss:3.231766; accuracy:0.0889
epoch 10 batch 14: loss:3.137426; accuracy:0.1311
epoch 10 batch 15: loss:3.148199; accuracy:0.1289
epoch 10 batch 16: loss:3.301223; accuracy:0.1156
epoch 10 batch 17: loss:3.216245; accuracy:0.0956
epoch 10 batch 18: loss:3.145219; accuracy:0.1022
epoch 10 batch 19: loss:3.221570; accuracy:0.0956
epoch 10 batch 20: loss:3.110630; accuracy:0.1244
epoch 10 batch 21: loss:3.355818; accuracy:0.0667
epoch 10 batch 22: loss:3.122550; accuracy:0.1556
epoch 10 batch 23: loss:3.171534; accuracy:0.1600
epoch 10 batch 24: loss:3.212595; accuracy:0.0911
epoch 10 batch 25: loss:3.172867; accuracy:0.1422
epoch 10 batch 26: loss:3.129858; accuracy:0.1267
epoch 10 batch 27: loss:3.224467; accuracy:0.1133
epoch 10 batch 28: loss:3.174862; accuracy:0.1356
epoch 10 batch 29: loss:3.316328; accuracy:0.0800
epoch 10 batch 30: loss:3.238419; accuracy:0.0911
epoch 10 batch 31: loss:3.335634; accuracy:0.0644
epoch 10 batch 32: loss:3.177750; accuracy:0.1067
epoch 10 batch 33: loss:3.129495; accuracy:0.1244
epoch 10 batch 34: loss:3.145743; accuracy:0.1244
epoch 10 batch 35: loss:3.362975; accuracy:0.0622
epoch 10 batch 36: loss:3.220038; accuracy:0.1200
epoch 10 batch 37: loss:3.223127; accuracy:0.0956
epoch 10 batch 38: loss:3.216998; accuracy:0.0978
epoch 10 batch 39: loss:3.184612; accuracy:0.1244
epoch 10 batch 40: loss:3.276063; accuracy:0.0822
epoch 10 batch 41: loss:3.144373; accuracy:0.1022
epoch 10 batch 42: loss:3.321449; accuracy:0.0778
epoch 10 batch 43: loss:3.254215; accuracy:0.0889
epoch 10 batch 44: loss:3.134633; accuracy:0.1422
epoch 10 batch 45: loss:3.197992; accuracy:0.1111
epoch 10 batch 46: loss:3.163211; accuracy:0.1111
epoch 10 batch 47: loss:3.124100; accuracy:0.1267
epoch 10 batch 48: loss:3.199440; accuracy:0.1333
epoch 10 batch 49: loss:3.170994; accuracy:0.1444
epoch 10 batch 50: loss:3.199366; accuracy:0.1089
epoch 10 batch 51: loss:3.195507; accuracy:0.1000
epoch 10 batch 52: loss:3.167891; accuracy:0.1222
epoch 10 batch 53: loss:3.204357; accuracy:0.1089
epoch 10 batch 54: loss:3.178824; accuracy:0.1111
epoch 10 batch 55: loss:3.092925; accuracy:0.1444
epoch 10 batch 56: loss:3.168466; accuracy:0.1133
epoch 10 batch 57: loss:3.123224; accuracy:0.1156
epoch 10 batch 58: loss:3.187765; accuracy:0.1156
epoch 10 batch 59: loss:3.359104; accuracy:0.0800
epoch 10 batch 60: loss:3.174238; accuracy:0.1111
epoch 10 batch 61: loss:3.263988; accuracy:0.0844
epoch 10 batch 62: loss:3.154400; accuracy:0.1311
epoch 10 batch 63: loss:3.232610; accuracy:0.1333
epoch 10 batch 64: loss:3.210706; accuracy:0.0822
epoch 10 batch 65: loss:3.115571; accuracy:0.1111
epoch 10 batch 66: loss:3.090967; accuracy:0.1333
epoch 10 batch 67: loss:3.222995; accuracy:0.0911
epoch 10 batch 68: loss:3.200376; accuracy:0.1244
epoch 10 batch 69: loss:3.181457; accuracy:0.1022
epoch 10 batch 70: loss:3.196245; accuracy:0.1111
epoch 10 batch 71: loss:3.266694; accuracy:0.1156
epoch 10 batch 72: loss:3.148759; accuracy:0.1178
epoch 10 batch 73: loss:3.239756; accuracy:0.1111
epoch 10 batch 74: loss:3.051756; accuracy:0.1800
epoch 10 batch 75: loss:3.188946; accuracy:0.1133
epoch 10 batch 76: loss:3.116461; accuracy:0.1644
epoch 10 batch 77: loss:3.246231; accuracy:0.1022
epoch 10 batch 78: loss:3.402457; accuracy:0.1000
epoch 10 batch 79: loss:3.193938; accuracy:0.1222
epoch 10 batch 80: loss:3.071742; accuracy:0.1622
epoch 10 batch 81: loss:3.252846; accuracy:0.1111
epoch 10 batch 82: loss:3.264101; accuracy:0.1178
epoch 10 batch 83: loss:3.247982; accuracy:0.1044
epoch 10 batch 84: loss:3.286852; accuracy:0.1044
epoch 10 batch 85: loss:3.164577; accuracy:0.1156
epoch 10 batch 86: loss:3.297581; accuracy:0.0844
epoch 10 batch 87: loss:3.266789; accuracy:0.1111
epoch 10 batch 88: loss:3.316436; accuracy:0.0800
epoch 10 batch 89: loss:3.112617; accuracy:0.1311
epoch 10 batch 90: loss:3.203647; accuracy:0.1089
epoch 10 batch 91: loss:3.130143; accuracy:0.1089
epoch 10 batch 92: loss:3.175037; accuracy:0.0911
epoch 10 batch 93: loss:3.151833; accuracy:0.1400
epoch 10 batch 94: loss:3.103541; accuracy:0.1311
epoch 10 batch 95: loss:3.179999; accuracy:0.1044
epoch 10 batch 96: loss:3.151277; accuracy:0.1022
epoch 10 batch 97: loss:3.303379; accuracy:0.0889
epoch 10 batch 98: loss:3.140767; accuracy:0.1222
epoch 10 batch 99: loss:3.026845; accuracy:0.1533

epoch 10, on val, loss=1.5298 acc=0.3334

==> best loss model (loss = 1.529832), saving model...

epoch 11 batch 0: loss:3.204309; accuracy:0.1156
epoch 11 batch 1: loss:3.135813; accuracy:0.1422
epoch 11 batch 2: loss:3.213680; accuracy:0.0978
epoch 11 batch 3: loss:3.196549; accuracy:0.1156
epoch 11 batch 4: loss:3.185483; accuracy:0.1333
epoch 11 batch 5: loss:3.096895; accuracy:0.1356
epoch 11 batch 6: loss:3.317540; accuracy:0.1044
epoch 11 batch 7: loss:3.192768; accuracy:0.1156
epoch 11 batch 8: loss:3.148024; accuracy:0.1311
epoch 11 batch 9: loss:3.037777; accuracy:0.1578
epoch 11 batch 10: loss:3.136872; accuracy:0.1400
epoch 11 batch 11: loss:3.251228; accuracy:0.1044
epoch 11 batch 12: loss:3.158980; accuracy:0.1311
epoch 11 batch 13: loss:3.126518; accuracy:0.1311
epoch 11 batch 14: loss:3.299799; accuracy:0.0756
epoch 11 batch 15: loss:3.166897; accuracy:0.1311
epoch 11 batch 16: loss:3.135813; accuracy:0.1111
epoch 11 batch 17: loss:3.153439; accuracy:0.1356
epoch 11 batch 18: loss:3.135304; accuracy:0.1289
epoch 11 batch 19: loss:3.193785; accuracy:0.1022
epoch 11 batch 20: loss:3.177772; accuracy:0.1156
epoch 11 batch 21: loss:3.103122; accuracy:0.1267
epoch 11 batch 22: loss:3.143549; accuracy:0.1267
epoch 11 batch 23: loss:3.271235; accuracy:0.1044
epoch 11 batch 24: loss:3.075333; accuracy:0.1578
epoch 11 batch 25: loss:3.071098; accuracy:0.1600
epoch 11 batch 26: loss:3.242204; accuracy:0.1089
epoch 11 batch 27: loss:3.169501; accuracy:0.1511
epoch 11 batch 28: loss:3.295460; accuracy:0.1111
epoch 11 batch 29: loss:3.142389; accuracy:0.1222
epoch 11 batch 30: loss:3.307890; accuracy:0.0756
epoch 11 batch 31: loss:3.101058; accuracy:0.1244
epoch 11 batch 32: loss:3.132317; accuracy:0.1356
epoch 11 batch 33: loss:3.265498; accuracy:0.0800
epoch 11 batch 34: loss:3.225734; accuracy:0.0822
epoch 11 batch 35: loss:3.162935; accuracy:0.1289
epoch 11 batch 36: loss:3.087147; accuracy:0.1133
epoch 11 batch 37: loss:3.114762; accuracy:0.1267
epoch 11 batch 38: loss:3.107380; accuracy:0.1222
epoch 11 batch 39: loss:3.302326; accuracy:0.0644
epoch 11 batch 40: loss:3.197610; accuracy:0.1222
epoch 11 batch 41: loss:3.189734; accuracy:0.1200
epoch 11 batch 42: loss:3.187631; accuracy:0.1089
epoch 11 batch 43: loss:3.162343; accuracy:0.1000
epoch 11 batch 44: loss:3.128251; accuracy:0.1022
epoch 11 batch 45: loss:3.092407; accuracy:0.1200
epoch 11 batch 46: loss:3.199302; accuracy:0.1000
epoch 11 batch 47: loss:3.209867; accuracy:0.1311
epoch 11 batch 48: loss:3.193119; accuracy:0.1022
epoch 11 batch 49: loss:3.199075; accuracy:0.1178
epoch 11 batch 50: loss:3.145861; accuracy:0.1156
epoch 11 batch 51: loss:3.154927; accuracy:0.1311
epoch 11 batch 52: loss:3.148221; accuracy:0.1089
epoch 11 batch 53: loss:3.136760; accuracy:0.1244
epoch 11 batch 54: loss:3.191525; accuracy:0.1067
epoch 11 batch 55: loss:3.083266; accuracy:0.1222
epoch 11 batch 56: loss:3.158391; accuracy:0.1133
epoch 11 batch 57: loss:3.276504; accuracy:0.1000
epoch 11 batch 58: loss:3.270891; accuracy:0.0800
epoch 11 batch 59: loss:3.107970; accuracy:0.1356
epoch 11 batch 60: loss:3.024786; accuracy:0.1889
epoch 11 batch 61: loss:3.180086; accuracy:0.1222
epoch 11 batch 62: loss:3.174806; accuracy:0.0933
epoch 11 batch 63: loss:3.222372; accuracy:0.1111
epoch 11 batch 64: loss:3.177629; accuracy:0.1133
epoch 11 batch 65: loss:3.243268; accuracy:0.1067
epoch 11 batch 66: loss:3.157580; accuracy:0.1489
epoch 11 batch 67: loss:3.159306; accuracy:0.1356
epoch 11 batch 68: loss:3.144645; accuracy:0.1044
epoch 11 batch 69: loss:3.016944; accuracy:0.1556
epoch 11 batch 70: loss:3.151349; accuracy:0.1489
epoch 11 batch 71: loss:3.289215; accuracy:0.1089
epoch 11 batch 72: loss:3.171747; accuracy:0.1289
epoch 11 batch 73: loss:3.273828; accuracy:0.1044
epoch 11 batch 74: loss:3.321158; accuracy:0.0711
epoch 11 batch 75: loss:3.317153; accuracy:0.1178
epoch 11 batch 76: loss:3.187671; accuracy:0.1267
epoch 11 batch 77: loss:3.167750; accuracy:0.1444
epoch 11 batch 78: loss:3.172111; accuracy:0.1022
epoch 11 batch 79: loss:3.154804; accuracy:0.1289
epoch 11 batch 80: loss:3.049503; accuracy:0.1622
epoch 11 batch 81: loss:3.098301; accuracy:0.1244
epoch 11 batch 82: loss:3.104998; accuracy:0.1600
epoch 11 batch 83: loss:2.922192; accuracy:0.2133
epoch 11 batch 84: loss:3.124008; accuracy:0.1067
epoch 11 batch 85: loss:3.219421; accuracy:0.1111
epoch 11 batch 86: loss:3.167539; accuracy:0.1111
epoch 11 batch 87: loss:3.399885; accuracy:0.0733
epoch 11 batch 88: loss:3.242243; accuracy:0.1422
epoch 11 batch 89: loss:3.243470; accuracy:0.0978
epoch 11 batch 90: loss:3.231071; accuracy:0.1156
epoch 11 batch 91: loss:3.266877; accuracy:0.1133
epoch 11 batch 92: loss:3.167047; accuracy:0.0978
epoch 11 batch 93: loss:3.384351; accuracy:0.0978
epoch 11 batch 94: loss:3.238772; accuracy:0.1222
epoch 11 batch 95: loss:3.100182; accuracy:0.1578
epoch 11 batch 96: loss:3.260969; accuracy:0.0978
epoch 11 batch 97: loss:3.248586; accuracy:0.1356
epoch 11 batch 98: loss:3.205343; accuracy:0.1111
epoch 11 batch 99: loss:3.085795; accuracy:0.1444

epoch 11, on val, loss=1.5404 acc=0.3286

epoch 12 batch 0: loss:3.217430; accuracy:0.0956
epoch 12 batch 1: loss:3.108375; accuracy:0.1556
epoch 12 batch 2: loss:3.165540; accuracy:0.1156
epoch 12 batch 3: loss:3.064289; accuracy:0.1400
epoch 12 batch 4: loss:3.227394; accuracy:0.0978
epoch 12 batch 5: loss:3.111231; accuracy:0.1578
epoch 12 batch 6: loss:3.138081; accuracy:0.1467
epoch 12 batch 7: loss:3.162275; accuracy:0.0911
epoch 12 batch 8: loss:3.199141; accuracy:0.1267
epoch 12 batch 9: loss:3.174966; accuracy:0.1222
epoch 12 batch 10: loss:3.237338; accuracy:0.1089
epoch 12 batch 11: loss:3.140753; accuracy:0.1333
epoch 12 batch 12: loss:3.148101; accuracy:0.1400
epoch 12 batch 13: loss:3.077222; accuracy:0.1422
epoch 12 batch 14: loss:2.978738; accuracy:0.1844
epoch 12 batch 15: loss:3.149101; accuracy:0.1133
epoch 12 batch 16: loss:3.318757; accuracy:0.1000
epoch 12 batch 17: loss:3.122013; accuracy:0.1289
epoch 12 batch 18: loss:3.107655; accuracy:0.1267
epoch 12 batch 19: loss:3.170199; accuracy:0.1111
epoch 12 batch 20: loss:3.260002; accuracy:0.1022
epoch 12 batch 21: loss:3.105917; accuracy:0.1778
epoch 12 batch 22: loss:3.043841; accuracy:0.1244
epoch 12 batch 23: loss:3.142529; accuracy:0.1067
epoch 12 batch 24: loss:3.233317; accuracy:0.1400
epoch 12 batch 25: loss:2.965025; accuracy:0.1733
epoch 12 batch 26: loss:3.117195; accuracy:0.1289
epoch 12 batch 27: loss:3.355731; accuracy:0.1067
epoch 12 batch 28: loss:3.228115; accuracy:0.1400
epoch 12 batch 29: loss:3.139198; accuracy:0.1356
epoch 12 batch 30: loss:3.191097; accuracy:0.0978
epoch 12 batch 31: loss:3.212431; accuracy:0.0911
epoch 12 batch 32: loss:3.158478; accuracy:0.0933
epoch 12 batch 33: loss:3.133614; accuracy:0.1467
epoch 12 batch 34: loss:3.219959; accuracy:0.0933
epoch 12 batch 35: loss:3.172438; accuracy:0.1422
epoch 12 batch 36: loss:3.293812; accuracy:0.1111
epoch 12 batch 37: loss:3.211725; accuracy:0.0933
epoch 12 batch 38: loss:3.161318; accuracy:0.0978
epoch 12 batch 39: loss:3.105591; accuracy:0.1400
epoch 12 batch 40: loss:3.081284; accuracy:0.1644
epoch 12 batch 41: loss:3.084581; accuracy:0.1311
epoch 12 batch 42: loss:3.203112; accuracy:0.1044
epoch 12 batch 43: loss:3.083905; accuracy:0.1356
epoch 12 batch 44: loss:3.253956; accuracy:0.0867
epoch 12 batch 45: loss:3.141911; accuracy:0.1311
epoch 12 batch 46: loss:3.229326; accuracy:0.0800
epoch 12 batch 47: loss:2.976376; accuracy:0.1667
epoch 12 batch 48: loss:3.095763; accuracy:0.1178
epoch 12 batch 49: loss:3.082419; accuracy:0.1378
epoch 12 batch 50: loss:3.062799; accuracy:0.1378
epoch 12 batch 51: loss:3.226930; accuracy:0.1378
epoch 12 batch 52: loss:3.182478; accuracy:0.1356
epoch 12 batch 53: loss:3.154896; accuracy:0.1156
epoch 12 batch 54: loss:3.134953; accuracy:0.1356
epoch 12 batch 55: loss:3.245190; accuracy:0.0933
epoch 12 batch 56: loss:3.342947; accuracy:0.0867
epoch 12 batch 57: loss:3.162525; accuracy:0.1311
epoch 12 batch 58: loss:3.074905; accuracy:0.1444
epoch 12 batch 59: loss:3.142523; accuracy:0.1489
epoch 12 batch 60: loss:3.245681; accuracy:0.0956
epoch 12 batch 61: loss:3.106260; accuracy:0.1600
epoch 12 batch 62: loss:3.009042; accuracy:0.1556
epoch 12 batch 63: loss:3.171238; accuracy:0.1244
epoch 12 batch 64: loss:3.221747; accuracy:0.1089
epoch 12 batch 65: loss:3.128411; accuracy:0.1067
epoch 12 batch 66: loss:3.141563; accuracy:0.1267
epoch 12 batch 67: loss:3.196079; accuracy:0.1578
epoch 12 batch 68: loss:2.976897; accuracy:0.1667
epoch 12 batch 69: loss:3.266386; accuracy:0.1133
epoch 12 batch 70: loss:3.342849; accuracy:0.0911
epoch 12 batch 71: loss:3.042416; accuracy:0.1267
epoch 12 batch 72: loss:3.173821; accuracy:0.1222
epoch 12 batch 73: loss:3.140587; accuracy:0.1111
epoch 12 batch 74: loss:3.118982; accuracy:0.1444
epoch 12 batch 75: loss:3.155904; accuracy:0.1356
epoch 12 batch 76: loss:3.123650; accuracy:0.1422
epoch 12 batch 77: loss:3.047073; accuracy:0.1600
epoch 12 batch 78: loss:3.150263; accuracy:0.1311
epoch 12 batch 79: loss:3.113743; accuracy:0.1067
epoch 12 batch 80: loss:3.145696; accuracy:0.1178
epoch 12 batch 81: loss:3.040488; accuracy:0.1622
epoch 12 batch 82: loss:3.158985; accuracy:0.1089
epoch 12 batch 83: loss:3.064725; accuracy:0.1200
epoch 12 batch 84: loss:3.210379; accuracy:0.1022
epoch 12 batch 85: loss:3.153793; accuracy:0.1311
epoch 12 batch 86: loss:3.029972; accuracy:0.1956
epoch 12 batch 87: loss:3.167821; accuracy:0.1111
epoch 12 batch 88: loss:3.197496; accuracy:0.1200
epoch 12 batch 89: loss:3.143131; accuracy:0.1422
epoch 12 batch 90: loss:3.140900; accuracy:0.1444
epoch 12 batch 91: loss:3.233015; accuracy:0.1133
epoch 12 batch 92: loss:3.049731; accuracy:0.1378
epoch 12 batch 93: loss:3.125158; accuracy:0.1378
epoch 12 batch 94: loss:3.189466; accuracy:0.1333
epoch 12 batch 95: loss:3.256245; accuracy:0.1222
epoch 12 batch 96: loss:3.087458; accuracy:0.1400
epoch 12 batch 97: loss:3.110281; accuracy:0.1556
epoch 12 batch 98: loss:3.219052; accuracy:0.1222
epoch 12 batch 99: loss:3.198535; accuracy:0.1044

epoch 12, on val, loss=1.5257 acc=0.3439

==> best loss model (loss = 1.525668), saving model...

epoch 13 batch 0: loss:3.237909; accuracy:0.0889
epoch 13 batch 1: loss:3.156950; accuracy:0.1222
epoch 13 batch 2: loss:3.166747; accuracy:0.1444
epoch 13 batch 3: loss:3.114541; accuracy:0.1622
epoch 13 batch 4: loss:3.235783; accuracy:0.1067
epoch 13 batch 5: loss:3.282198; accuracy:0.1000
epoch 13 batch 6: loss:3.064991; accuracy:0.1378
epoch 13 batch 7: loss:3.055593; accuracy:0.1400
epoch 13 batch 8: loss:3.060868; accuracy:0.1467
epoch 13 batch 9: loss:3.156696; accuracy:0.0978
epoch 13 batch 10: loss:3.105749; accuracy:0.1467
epoch 13 batch 11: loss:3.264309; accuracy:0.0867
epoch 13 batch 12: loss:2.992664; accuracy:0.1822
epoch 13 batch 13: loss:3.201620; accuracy:0.0933
epoch 13 batch 14: loss:3.138029; accuracy:0.1133
epoch 13 batch 15: loss:3.111120; accuracy:0.1444
epoch 13 batch 16: loss:3.209444; accuracy:0.1244
epoch 13 batch 17: loss:3.107047; accuracy:0.1311
epoch 13 batch 18: loss:3.109900; accuracy:0.1111
epoch 13 batch 19: loss:3.197180; accuracy:0.1156
epoch 13 batch 20: loss:3.162214; accuracy:0.1311
epoch 13 batch 21: loss:3.084589; accuracy:0.1467
epoch 13 batch 22: loss:3.200550; accuracy:0.1222
epoch 13 batch 23: loss:3.193567; accuracy:0.0933
epoch 13 batch 24: loss:3.015053; accuracy:0.1444
epoch 13 batch 25: loss:3.010230; accuracy:0.1533
epoch 13 batch 26: loss:3.020344; accuracy:0.1533
epoch 13 batch 27: loss:3.299035; accuracy:0.1067
epoch 13 batch 28: loss:3.146179; accuracy:0.1289
epoch 13 batch 29: loss:3.350087; accuracy:0.0733
epoch 13 batch 30: loss:3.142583; accuracy:0.1267
epoch 13 batch 31: loss:3.118399; accuracy:0.1244
epoch 13 batch 32: loss:3.128621; accuracy:0.1467
epoch 13 batch 33: loss:3.108263; accuracy:0.1378
epoch 13 batch 34: loss:3.137345; accuracy:0.1511
epoch 13 batch 35: loss:3.130497; accuracy:0.1156
epoch 13 batch 36: loss:3.214221; accuracy:0.1222
epoch 13 batch 37: loss:3.035681; accuracy:0.1711
epoch 13 batch 38: loss:3.382443; accuracy:0.0533
epoch 13 batch 39: loss:3.188097; accuracy:0.1178
epoch 13 batch 40: loss:3.245090; accuracy:0.1289
epoch 13 batch 41: loss:3.048705; accuracy:0.1289
epoch 13 batch 42: loss:3.183201; accuracy:0.1444
epoch 13 batch 43: loss:3.235094; accuracy:0.1000
epoch 13 batch 44: loss:3.151682; accuracy:0.1422
epoch 13 batch 45: loss:3.179953; accuracy:0.1133
epoch 13 batch 46: loss:3.058689; accuracy:0.1222
epoch 13 batch 47: loss:3.170069; accuracy:0.1333
epoch 13 batch 48: loss:3.068112; accuracy:0.1489
epoch 13 batch 49: loss:3.159439; accuracy:0.1111
epoch 13 batch 50: loss:3.075014; accuracy:0.1222
epoch 13 batch 51: loss:3.183246; accuracy:0.1311
epoch 13 batch 52: loss:3.196975; accuracy:0.1356
epoch 13 batch 53: loss:3.342492; accuracy:0.0756
epoch 13 batch 54: loss:3.166729; accuracy:0.1178
epoch 13 batch 55: loss:2.988328; accuracy:0.1622
epoch 13 batch 56: loss:3.259324; accuracy:0.1044
epoch 13 batch 57: loss:3.113629; accuracy:0.1178
epoch 13 batch 58: loss:3.070025; accuracy:0.1578
epoch 13 batch 59: loss:3.165028; accuracy:0.1067
epoch 13 batch 60: loss:3.237469; accuracy:0.1044
epoch 13 batch 61: loss:3.206791; accuracy:0.0844
epoch 13 batch 62: loss:3.009329; accuracy:0.1533
epoch 13 batch 63: loss:3.164005; accuracy:0.1022
epoch 13 batch 64: loss:3.166521; accuracy:0.1111
epoch 13 batch 65: loss:3.098028; accuracy:0.1356
epoch 13 batch 66: loss:3.209602; accuracy:0.1044
epoch 13 batch 67: loss:3.177189; accuracy:0.1311
epoch 13 batch 68: loss:3.064805; accuracy:0.1444
epoch 13 batch 69: loss:3.175000; accuracy:0.1044
epoch 13 batch 70: loss:3.213834; accuracy:0.0822
epoch 13 batch 71: loss:3.069350; accuracy:0.1200
epoch 13 batch 72: loss:3.166280; accuracy:0.1333
epoch 13 batch 73: loss:3.137445; accuracy:0.1511
epoch 13 batch 74: loss:3.131756; accuracy:0.1533
epoch 13 batch 75: loss:3.338146; accuracy:0.0800
epoch 13 batch 76: loss:3.004987; accuracy:0.1489
epoch 13 batch 77: loss:3.223999; accuracy:0.1267
epoch 13 batch 78: loss:3.199748; accuracy:0.1244
epoch 13 batch 79: loss:3.046793; accuracy:0.1578
epoch 13 batch 80: loss:3.166033; accuracy:0.1222
epoch 13 batch 81: loss:3.040267; accuracy:0.1311
epoch 13 batch 82: loss:3.110251; accuracy:0.1111
epoch 13 batch 83: loss:3.052456; accuracy:0.1467
epoch 13 batch 84: loss:3.250261; accuracy:0.1089
epoch 13 batch 85: loss:3.222463; accuracy:0.0933
epoch 13 batch 86: loss:3.115977; accuracy:0.1178
epoch 13 batch 87: loss:3.001802; accuracy:0.1533
epoch 13 batch 88: loss:3.140966; accuracy:0.1267
epoch 13 batch 89: loss:3.167363; accuracy:0.1333
epoch 13 batch 90: loss:3.049732; accuracy:0.1622
epoch 13 batch 91: loss:3.228343; accuracy:0.0956
epoch 13 batch 92: loss:3.011895; accuracy:0.1644
epoch 13 batch 93: loss:2.982259; accuracy:0.1778
epoch 13 batch 94: loss:3.162916; accuracy:0.1444
epoch 13 batch 95: loss:3.079191; accuracy:0.1822
epoch 13 batch 96: loss:3.156007; accuracy:0.1267
epoch 13 batch 97: loss:3.100363; accuracy:0.1244
epoch 13 batch 98: loss:3.163832; accuracy:0.1400
epoch 13 batch 99: loss:3.121818; accuracy:0.1267

epoch 13, on val, loss=1.5226 acc=0.3484

==> best loss model (loss = 1.522631), saving model...

epoch 14 batch 0: loss:3.262932; accuracy:0.1089
epoch 14 batch 1: loss:3.170413; accuracy:0.0978
epoch 14 batch 2: loss:3.246391; accuracy:0.1133
epoch 14 batch 3: loss:2.951562; accuracy:0.1689
epoch 14 batch 4: loss:3.137044; accuracy:0.1133
epoch 14 batch 5: loss:3.263920; accuracy:0.1156
epoch 14 batch 6: loss:3.252509; accuracy:0.1000
epoch 14 batch 7: loss:3.221460; accuracy:0.1133
epoch 14 batch 8: loss:3.172514; accuracy:0.1533
epoch 14 batch 9: loss:3.097590; accuracy:0.1444
epoch 14 batch 10: loss:3.202558; accuracy:0.1222
epoch 14 batch 11: loss:3.116793; accuracy:0.1311
epoch 14 batch 12: loss:3.231419; accuracy:0.1156
epoch 14 batch 13: loss:3.174980; accuracy:0.1467
epoch 14 batch 14: loss:3.027879; accuracy:0.1578
epoch 14 batch 15: loss:3.213420; accuracy:0.1222
epoch 14 batch 16: loss:3.105446; accuracy:0.1422
epoch 14 batch 17: loss:3.055327; accuracy:0.1533
epoch 14 batch 18: loss:2.991226; accuracy:0.1800
epoch 14 batch 19: loss:3.185304; accuracy:0.1422
epoch 14 batch 20: loss:3.205555; accuracy:0.1711
